"","sim","fold","alg","r","lhat"
"483","TCGA","7","rrLDA","3","0.173913043478261"
"484","TCGA","7","rrLDA","4","0.173913043478261"
"485","TCGA","7","rrLDA","5","0.173913043478261"
"486","TCGA","7","rrLDA","6","0.173913043478261"
"487","TCGA","7","rrLDA","7","0.173913043478261"
"488","TCGA","7","rrLDA","8","0.173913043478261"
"489","TCGA","7","rrLDA","9","0.173913043478261"
"490","TCGA","7","rrLDA","10","0.173913043478261"
"491","TCGA","7","rrLDA","11","0.173913043478261"
"492","TCGA","7","rrLDA","12","0.173913043478261"
"493","TCGA","7","rrLDA","13","0.173913043478261"
"494","TCGA","7","rrLDA","14","0.173913043478261"
"495","TCGA","7","rrLDA","15","0.173913043478261"
"496","TCGA","7","rrLDA","16","0.173913043478261"
"497","TCGA","7","rrLDA","18","0.173913043478261"
"498","TCGA","7","rrLDA","19","0.173913043478261"
"499","TCGA","7","rrLDA","21","0.173913043478261"
"500","TCGA","7","rrLDA","23","0.173913043478261"
"501","TCGA","7","rrLDA","24","0.173913043478261"
"502","TCGA","7","rrLDA","26","0.173913043478261"
"503","TCGA","7","rrLDA","29","0.173913043478261"
"504","TCGA","7","rrLDA","31","0.173913043478261"
"505","TCGA","7","rrLDA","34","0.173913043478261"
"506","TCGA","7","rrLDA","36","0.173913043478261"
"507","TCGA","7","rrLDA","39","0.173913043478261"
"508","TCGA","7","rrLDA","43","0.173913043478261"
"509","TCGA","7","rrLDA","46","0.173913043478261"
"510","TCGA","7","rrLDA","50","0.173913043478261"
"511","TCGA","8","rrLDA","1","0.173913043478261"
"512","TCGA","8","rrLDA","2","0.173913043478261"
"513","TCGA","8","rrLDA","3","0.173913043478261"
"514","TCGA","8","rrLDA","4","0.173913043478261"
"515","TCGA","8","rrLDA","5","0.173913043478261"
"516","TCGA","8","rrLDA","6","0.173913043478261"
"517","TCGA","8","rrLDA","7","0.173913043478261"
"518","TCGA","8","rrLDA","8","0.173913043478261"
"519","TCGA","8","rrLDA","9","0.173913043478261"
"520","TCGA","8","rrLDA","10","0.173913043478261"
"521","TCGA","8","rrLDA","11","0.173913043478261"
"522","TCGA","8","rrLDA","12","0.173913043478261"
"523","TCGA","8","rrLDA","13","0.173913043478261"
"524","TCGA","8","rrLDA","14","0.173913043478261"
"525","TCGA","8","rrLDA","15","0.173913043478261"
"526","TCGA","8","rrLDA","16","0.173913043478261"
"527","TCGA","8","rrLDA","18","0.173913043478261"
"528","TCGA","8","rrLDA","19","0.173913043478261"
"529","TCGA","8","rrLDA","21","0.173913043478261"
"530","TCGA","8","rrLDA","23","0.173913043478261"
"531","TCGA","8","rrLDA","24","0.173913043478261"
"532","TCGA","8","rrLDA","26","0.173913043478261"
"533","TCGA","8","rrLDA","29","0.173913043478261"
"534","TCGA","8","rrLDA","31","0.173913043478261"
"535","TCGA","8","rrLDA","34","0.173913043478261"
"536","TCGA","8","rrLDA","36","0.173913043478261"
